c#type,bothCommentAndArchive,bothDisandKeyInMeta,divCount,externalLinks,forumFreqWordCount,hasBlogWordInMetaData,hasBlogWordInURL,hasCommentBox,hasFeed,hasForumWordInMetaData,hasForumWordInURL,hasMetaDis,hasMetaKeywords,hasPostsArchive,imgCount,imgToParaRatio,intLinkToExtLinkRatio,internalLinks,itemToListRatio,largeImgCount,listCount,listItemCount,orgFreqWordCount,paraCount,rowCount,rowToTableRatio,smallParaCount,tableCount,totLinks,wordCount,wordToParaRatio
orgsite,FALSE,TRUE,40,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17,0,9.43,66,3.93,9,14,55,2,0,0,0,8,0,73,215,0
orgsite,FALSE,FALSE,48,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,0,15.33,92,2,5,45,90,0,0,0,0,6,0,98,265,0
orgsite,FALSE,TRUE,124,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,0.06,4.89,93,4.77,16,22,105,4,1,0,0,5,0,112,368,368
orgsite,FALSE,TRUE,24,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11,0.22,17.83,107,7.56,9,16,121,2,2,0,0,69,0,113,1373,686.5
orgsite,FALSE,FALSE,140,3,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,24,0.1,13,39,3.17,20,12,38,3,2,1,1,9,1,42,267,133.5
orgsite,FALSE,FALSE,27,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,0.1,15,60,4.08,10,12,49,8,1,0,0,6,0,64,185,185
orgsite,FALSE,TRUE,122,14,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,32,1.32,7.5,105,4.42,19,12,53,7,25,0,0,50,0,119,2114,84.56
orgsite,FALSE,TRUE,5,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,31,0.05,8.5,17,0,19,0,0,2,1,31,1.82,6,17,19,142,142
orgsite,FALSE,TRUE,73,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,0.13,16.75,67,4.75,8,12,57,10,1,0,0,17,0,71,439,439
orgsite,FALSE,TRUE,0,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,0,2.5,15,0,2,0,0,1,0,39,2.44,5,16,21,92,0
orgsite,FALSE,TRUE,6,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,0.11,2.25,27,0,9,0,0,1,1,65,6.5,7,10,39,240,240
orgsite,FALSE,FALSE,131,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,6.72,121,5.88,5,8,47,1,0,98,5.76,32,17,139,932,0
orgsite,FALSE,TRUE,254,22,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,49,0,8.41,185,9.19,45,21,193,16,0,0,0,26,0,207,1485,0
orgsite,FALSE,TRUE,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,0.17,2.5,5,0,6,0,0,0,1,6,2,0,3,7,74,74
orgsite,FALSE,FALSE,23,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,2,2,0,1,1,0,0,0,0,0,1,0,3,12,0
orgsite,FALSE,TRUE,29,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,0,5.57,39,4.86,5,7,34,1,0,0,0,9,0,46,142,0
orgsite,FALSE,TRUE,20,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,21,0.07,6,36,4,14,6,24,2,1,0,0,4,0,42,169,169
orgsite,FALSE,TRUE,104,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24,0.27,4.2,63,4.09,11,11,45,2,3,16,4,7,4,78,639,213
orgsite,FALSE,FALSE,13,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,0,0,45,0,7,0,0,4,0,7,3.5,12,2,45,179,0
orgsite,FALSE,TRUE,110,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,28,0,11.31,181,2.96,22,55,163,2,0,2,2,2,1,197,439,0
orgsite,FALSE,FALSE,44,12,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,38,0,12.42,149,4.7,15,27,127,2,0,8,8,5,1,161,313,0
orgsite,FALSE,TRUE,51,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45,0,2.63,50,6.13,24,8,49,5,0,0,0,16,0,69,275,0
orgsite,FALSE,FALSE,9,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.11,1,3.33,0,3,10,1,0,0,0,4,0,10,79,0
orgsite,FALSE,FALSE,51,11,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,22,0.08,5.18,57,4.17,12,18,75,8,1,0,0,11,0,68,270,270
orgsite,FALSE,FALSE,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,12,12,0,11,0,0,0,0,32,2.46,1,13,13,46,0
orgsite,FALSE,FALSE,57,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,0.06,17,102,12.83,16,6,77,6,1,0,0,15,0,108,464,464
orgsite,FALSE,FALSE,94,41,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,87,0.46,0.8,33,7.9,50,10,79,4,23,0,0,13,0,74,1333,57.96
orgsite,FALSE,TRUE,44,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,59,59,3.36,2,14,47,2,0,3,1.5,9,2,60,206,0
orgsite,FALSE,TRUE,169,15,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8,1.17,6.87,103,3.24,6,38,123,11,7,0,0,11,0,118,640,91.43
orgsite,FALSE,FALSE,144,14,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,0.15,5.64,79,3.6,39,15,54,29,6,1,1,40,1,93,1041,173.5
orgsite,FALSE,TRUE,61,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,0.07,6.91,76,5.57,14,14,78,3,1,0,0,8,0,87,300,300
orgsite,FALSE,TRUE,146,95,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,21,0,0.44,42,3.23,14,40,129,11,0,0,0,11,0,137,507,0
orgsite,FALSE,FALSE,42,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,27,54,5,0,5,25,1,0,0,0,4,0,56,120,0
orgsite,FALSE,TRUE,68,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,0,5.65,96,4.35,1,20,87,4,0,0,0,16,0,113,405,0
orgsite,FALSE,TRUE,54,31,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,33,0.77,2.32,72,4.75,26,16,76,3,20,0,0,27,0,103,1300,65
orgsite,FALSE,TRUE,57,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,0,1.24,26,4.83,2,6,29,3,0,3,3,9,1,47,194,0
orgsite,FALSE,TRUE,96,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,1.2,17.5,35,4.4,5,5,22,0,6,1,1,7,1,37,416,69.33
orgsite,FALSE,TRUE,105,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,0.33,4.67,28,3,3,3,9,4,1,0,0,20,0,34,314,314
orgsite,FALSE,TRUE,110,56,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,63,1.5,0.95,53,4.5,2,4,18,2,3,0,0,26,0,109,681,227
orgsite,FALSE,TRUE,9,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0
orgsite,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orgsite,FALSE,TRUE,82,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,0,11.5,207,3.29,7,70,230,21,0,0,0,31,0,225,1095,0
orgsite,FALSE,TRUE,67,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,11,0,19.25,77,3.63,6,19,69,13,0,0,0,13,0,81,242,0
orgsite,FALSE,TRUE,73,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,18,0,11.75,94,3.04,9,23,70,7,0,23,3.83,15,6,102,309,0
orgsite,FALSE,TRUE,56,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,0,11.18,123,5.25,0,16,84,18,0,4,1,21,4,134,539,0
orgsite,FALSE,TRUE,41,17,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,23,0.5,1.88,32,6,2,5,30,2,1,43,1.87,17,23,49,267,267
orgsite,FALSE,TRUE,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,38,0.13,0,0,2.64,16,11,29,1,2,13,13,12,1,38,281,140.5
orgsite,FALSE,TRUE,1,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,38,0.04,8,40,0,24,0,0,0,1,85,6.54,9,13,45,241,241
orgsite,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,32,0
orgsite,FALSE,TRUE,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,0.75,8.67,26,6,8,2,12,4,6,13,1.63,1,8,29,363,60.5
orgsite,FALSE,TRUE,13,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,3,15,16,1,1,16,1,1,0,0,6,0,20,218,218
orgsite,FALSE,TRUE,125,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,41,0.24,8.32,158,3.94,29,48,189,2,7,0,0,33,0,177,967,138.14
orgsite,FALSE,FALSE,121,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17,0.87,8.83,106,4.56,15,27,123,4,13,0,0,46,0,118,1317,101.31
orgsite,FALSE,TRUE,34,46,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,0.5,23,4.44,3,16,71,2,0,0,0,1,0,69,151,0
orgsite,FALSE,TRUE,15,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,1,2,8,4.5,2,2,9,4,2,0,0,3,0,12,159,79.5
orgsite,FALSE,TRUE,18,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,4,4,4,0,1,4,4,1,0,0,1,0,5,44,44
orgsite,FALSE,TRUE,42,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,0,0.33,2,3.5,4,2,7,0,0,0,0,12,0,8,154,0
orgsite,FALSE,TRUE,34,46,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,0.5,23,4.44,3,16,71,2,0,0,0,1,0,69,151,0
orgsite,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,0,0,2,0,0,0,2,5,1.25,3,4,2,178,89
orgsite,FALSE,FALSE,437,48,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24,0,2.73,131,3.71,18,31,115,4,0,0,0,15,0,179,546,0
orgsite,FALSE,TRUE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,14,0
orgsite,FALSE,FALSE,28,5,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13,0.08,1.6,8,2,13,1,2,0,1,0,0,6,0,13,163,163
orgsite,FALSE,TRUE,40,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,48,0,18.6,93,4,45,13,52,2,0,0,0,5,0,98,199,0
orgsite,FALSE,FALSE,14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.5,0,16,6,2,2,12,0,1,0,0,4,0,16,145,145
orgsite,FALSE,FALSE,42,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,0.57,0.38,5,0,7,0,0,1,4,4,1.33,5,3,18,225,56.25
orgsite,FALSE,FALSE,47,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,6.15,80,1.67,0,49,82,4,0,0,0,2,0,93,178,0
orgsite,FALSE,FALSE,9,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,8,0,1,0,0,3,0,0,0,5,0,8,70,0
orgsite,FALSE,TRUE,318,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,31,0,34.67,312,3.19,21,90,287,6,0,10,1.25,17,8,321,740,0
orgsite,FALSE,TRUE,60,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,3,3.63,87,4.15,2,20,83,9,6,0,0,6,0,111,735,122.5
orgsite,FALSE,TRUE,330,43,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,32,0.08,3.58,154,4.44,24,34,151,5,2,0,0,24,0,197,827,413.5
orgsite,FALSE,TRUE,115,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,0.33,40.83,245,5.28,9,46,243,10,3,0,0,22,0,251,840,280
orgsite,FALSE,TRUE,62,11,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,0.67,2.09,23,4.33,6,6,26,2,4,0,0,14,0,34,371,92.75
orgsite,FALSE,TRUE,84,33,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,35,0.13,5.91,195,5.39,31,28,151,6,4,0,0,69,0,228,1418,354.5
orgsite,FALSE,TRUE,93,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,42,0.56,10.56,169,4.3,27,27,116,3,15,27,1.59,22,17,185,1327,88.47
orgsite,FALSE,TRUE,66,29,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11,1,2.03,59,4.88,1,16,78,3,1,0,0,15,0,88,528,528
orgsite,FALSE,TRUE,109,22,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,38,7,4.91,108,4.86,1,21,102,4,7,1,1,21,1,130,1035,147.86
orgsite,FALSE,FALSE,76,13,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,15,1.29,7.62,99,5.92,7,13,77,2,9,0,0,34,0,112,1192,132.44
orgsite,FALSE,TRUE,70,22,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,1.4,3.14,69,3.71,5,31,115,10,7,20,3.33,21,6,91,976,139.43
orgsite,FALSE,FALSE,13,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22,0.39,21.5,129,6.18,18,11,68,6,7,0,0,13,0,135,689,98.43
orgsite,FALSE,TRUE,318,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,31,0,34.67,312,3.19,21,90,287,6,0,10,1.25,17,8,321,740,0
orgsite,FALSE,TRUE,53,28,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,0,0.79,22,3.22,7,9,29,4,0,0,0,25,0,50,422,0
orgsite,FALSE,TRUE,172,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,0.62,12.33,111,4.81,13,16,77,5,8,17,1.13,17,15,120,983,122.88
orgsite,FALSE,TRUE,131,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,0.5,9.37,178,5.18,6,39,202,9,3,0,0,38,0,197,1065,355
orgsite,FALSE,FALSE,94,51,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0,2.51,128,5.07,7,29,147,4,0,0,0,27,0,179,669,0
orgsite,FALSE,FALSE,22,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,0.17,16.67,50,39,6,1,39,3,1,0,0,15,0,53,339,339
orgsite,FALSE,TRUE,131,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,0.5,9.37,178,5.18,6,39,202,9,3,0,0,38,0,197,1065,355
orgsite,FALSE,TRUE,171,11,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,16,0.38,14.18,156,5.19,16,27,140,6,6,2,2,13,1,167,752,125.33
orgsite,FALSE,TRUE,85,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,11,0.5,6.15,123,4.6,4,25,115,3,2,0,0,12,0,143,631,315.5
orgsite,FALSE,FALSE,210,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,2.3,17.64,194,5.56,10,27,150,11,23,0,0,25,0,205,1808,78.61
orgsite,FALSE,FALSE,24,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13,0,10.5,42,6.17,8,6,37,3,0,0,0,8,0,46,261,0
orgsite,FALSE,FALSE,157,25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,53,0,4.12,103,4.29,21,24,103,6,0,0,0,23,0,128,599,0
orgsite,FALSE,TRUE,119,13,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,10,0.78,15.15,197,5.03,9,37,186,4,7,9,3,23,3,210,945,135
orgsite,FALSE,TRUE,259,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,34,0.03,9.8,196,0,30,0,0,19,1,2,1,44,2,216,1033,1033
orgsite,FALSE,TRUE,70,12,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,18,0.5,2.75,33,3,6,6,18,1,3,0,0,6,0,45,267,89
orgsite,FALSE,TRUE,82,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,45,0.42,24.83,149,5.19,12,27,140,7,5,8,1,33,8,155,866,173.2
orgsite,FALSE,TRUE,62,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,0.63,8.29,58,5.25,8,4,21,2,5,4,1.33,21,3,65,579,115.8
orgsite,FALSE,TRUE,135,26,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,31,0.91,6.42,167,5.25,23,16,84,5,21,0,0,34,0,193,1697,80.81
orgsite,FALSE,FALSE,39,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,1,25,100,5.18,5,17,88,3,5,2,1,7,2,104,535,107
orgsite,FALSE,TRUE,376,27,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,1.09,4.37,118,6.27,11,11,69,3,12,0,0,45,0,145,1461,121.75
orgsite,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
orgsite,FALSE,FALSE,20,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1.33,0,14,3,3,5,15,1,4,1,1,4,1,14,248,62
orgsite,FALSE,FALSE,143,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0.63,23.75,95,5.17,8,18,93,3,5,0,0,15,0,99,586,117.2
orgsite,FALSE,TRUE,80,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,0,4.06,69,5.25,2,16,84,3,0,0,0,26,0,86,549,0
orgsite,FALSE,TRUE,70,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,32,0.06,18,36,0,16,0,0,2,1,6,1.5,16,4,38,288,288
orgsite,FALSE,FALSE,60,60,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,0.18,1.43,86,8.07,11,15,121,15,2,0,0,27,0,146,700,350
orgsite,FALSE,FALSE,24,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0.92,11,4.33,0,3,13,3,2,0,0,8,0,23,240,120
orgsite,FALSE,TRUE,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,0,11,0,2,0,0,0,0,5,1.67,2,3,11,27,0
orgsite,FALSE,TRUE,8,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8,0.43,54,54,5.14,7,7,36,3,3,0,0,7,0,55,251,83.67
orgsite,FALSE,TRUE,20,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,0,0,69,10,6,6,60,3,0,11,2.2,35,5,69,552,0
orgsite,FALSE,FALSE,197,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,1.4,14,196,4.76,5,37,176,7,7,3,1.5,26,2,210,1061,151.57
orgsite,FALSE,TRUE,123,20,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,0.08,7.2,144,4.43,13,35,155,10,1,1,1,20,1,164,635,635
orgsite,FALSE,FALSE,4,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,0,0,12,0,12,0,0,0,0,12,1.71,2,7,12,15,0
orgsite,FALSE,TRUE,46,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,9.5,32,32,4.25,2,4,17,12,19,0,0,14,0,33,956,50.32
orgsite,FALSE,TRUE,194,27,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9,0.5,3.07,83,7.13,6,8,57,4,3,11,1,21,11,110,620,206.67
orgsite,FALSE,FALSE,144,33,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,89,0.05,7.52,248,7.27,22,33,240,2,1,0,0,50,0,281,1228,1228
orgsite,FALSE,TRUE,45,64,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,11,1,0.69,44,9.6,5,10,96,2,5,0,0,7,0,108,448,89.6
orgsite,FALSE,FALSE,7,60,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0.02,1,11.2,3,5,56,0,0,0,0,1,0,61,117,0
orgsite,FALSE,TRUE,55,65,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,20,0,1.18,77,9.87,11,15,148,7,0,0,0,9,0,142,339,0
orgsite,FALSE,FALSE,199,100,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,0,0.7,70,8.18,33,11,90,2,0,3,1,30,3,170,612,0
orgsite,FALSE,FALSE,131,22,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,0.38,1.5,33,0,8,0,0,4,3,94,1.81,19,52,55,409,136.33
orgsite,FALSE,FALSE,41,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0.5,37,74,4.54,2,13,59,5,1,13,1.63,6,8,76,244,244
orgsite,FALSE,FALSE,44,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,0.27,5.82,64,5.43,15,14,76,11,4,1,1,12,1,75,460,115
orgsite,FALSE,FALSE,27,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,0.43,4.75,38,4,7,1,4,3,3,34,1.55,9,22,46,265,88.33
orgsite,FALSE,TRUE,430,49,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,104,0.08,4.41,216,5.64,49,11,62,4,4,0,0,24,0,265,1069,267.25
orgsite,FALSE,FALSE,83,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,0.13,2.06,37,5.5,8,4,22,1,1,11,1.22,13,9,55,242,242
orgsite,FALSE,FALSE,567,70,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,0.37,4.43,310,24,19,11,264,9,7,3,1,26,3,380,1193,170.43
orgsite,FALSE,TRUE,75,26,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,21,1,5.19,135,3.55,1,33,117,9,1,3,1,12,3,161,416,416
orgsite,FALSE,FALSE,57,24,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,29,0.14,5.21,125,3.96,28,26,103,12,4,0,0,33,0,149,1043,260.75
orgsite,FALSE,FALSE,131,14,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58,0.06,17.5,245,14.63,31,16,234,10,2,10,1.25,11,8,259,658,329
orgsite,FALSE,FALSE,70,41,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,0.3,2.66,109,9.09,10,11,100,5,3,14,1.27,10,11,150,518,172.67
